,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,dependent_project_count,github_dependent_project_count,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads
405,flask-api,Browsable Web APIs for Flask.,RESTful API,,https://github.com/flask-api/flask-api,True,26,flask-api/flask-api,https://github.com/flask-api/flask-api,2014-02-15 12:27:34.000,2024-02-20 14:05:00.000,2024-02-20 14:04:59,178.0,1420.0,35.0,15.0,54.0,280.0,,,6196.0,6196.0,flask-api,conda-forge/flask-api,2023-06-05 16:50:54,3.1,14.0,https://pypi.org/project/flask-api,138945.0,138945.0,https://anaconda.org/conda-forge/flask-api,,,3.0,,
406,clickhouse-driver,Python driver with native interface for ClickHouse.,Database Drivers,,https://github.com/mymarilyn/clickhouse-driver,True,26,mymarilyn/clickhouse-driver,https://github.com/mymarilyn/clickhouse-driver,2017-05-10 22:13:04.000,2024-04-02 10:47:22.000,2024-04-02 09:26:07,205.0,1155.0,61.0,51.0,272.0,544.0,,,2065.0,2065.0,clickhouse-driver,conda-forge/clickhouse-driver,,,28.0,https://pypi.org/project/clickhouse-driver,2093979.0,2104317.0,https://anaconda.org/conda-forge/clickhouse-driver,2024-02-20 13:45:13.606,434226.0,2.0,,
407,python-barcode,Create barcodes in Python with no extra dependencies.,Image Processing,,https://github.com/WhyNotHugo/python-barcode,True,26,WhyNotHugo/python-barcode,https://github.com/WhyNotHugo/python-barcode,2017-10-12 23:03:31.000,2024-03-25 16:27:21.000,2024-03-09 13:17:28,116.0,521.0,49.0,40.0,70.0,,MIT,,19048.0,19048.0,python-barcode,conda-forge/python-barcode,2022-05-17 10:05:40,0.14.0,10.0,https://pypi.org/project/python-barcode,426464.0,426717.0,https://anaconda.org/conda-forge/python-barcode,2023-06-16 19:18:09.628,12450.0,2.0,,354.0
408,audioread,Cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding.,Audio,,https://github.com/beetbox/audioread,True,26,beetbox/audioread,https://github.com/beetbox/audioread,2011-11-08 19:53:18.000,2024-03-04 08:10:52.000,2023-12-15 12:50:52,101.0,479.0,24.0,33.0,57.0,,MIT,,19407.0,19407.0,audioread,conda-forge/audioread,,,7.0,https://pypi.org/project/audioread,1972596.0,1990427.0,https://anaconda.org/conda-forge/audioread,2023-09-30 21:07:31.348,748930.0,2.0,,
409,pylibmc,A Python wrapper around the [libmemcached](https://libmemcached.org/libMemcached.html) interface.,Caching,,https://github.com/lericson/pylibmc,True,26,lericson/pylibmc,https://github.com/lericson/pylibmc,2009-07-31 19:51:02.000,2023-10-11 13:20:31.000,2023-10-11 13:20:31,124.0,479.0,54.0,22.0,172.0,625.0,BSD-3-Clause,,4994.0,4994.0,pylibmc,conda-forge/pylibmc,2022-08-26 08:40:12,1.6.3,6.0,https://pypi.org/project/pylibmc,291995.0,297198.0,https://anaconda.org/conda-forge/pylibmc,2023-09-26 12:45:17.548,217310.0,2.0,,585.0
410,flask-assets,Helps you integrate webassets into your Flask app.,Web Asset Management,,https://github.com/miracle2k/flask-assets,True,26,miracle2k/flask-assets,https://github.com/miracle2k/flask-assets,2010-08-06 11:51:29.000,2023-12-15 13:55:26.000,2023-12-15 13:55:26,90.0,451.0,42.0,22.0,80.0,284.0,BSD-2-Clause,,7475.0,7475.0,flask-assets,conda-forge/flask-assets,2023-10-22 14:03:57,2.1.0,3.0,https://pypi.org/project/flask-assets,191243.0,200155.0,https://anaconda.org/conda-forge/flask-assets,2023-11-09 12:07:16.985,44563.0,3.0,,
411,caffe,A fast open framework for deep learning..,Deep Learning,,https://github.com/BVLC/caffe,True,25,BVLC/caffe,https://github.com/BVLC/caffe,2013-09-12 18:39:48.000,2024-02-21 10:54:14.000,2020-02-13 07:20:36,13797.0,33828.0,314.0,896.0,3896.0,4156.0,,,21.0,21.0,caffe,conda-forge/caffe,2017-04-18 18:48:04,1.0,14.0,https://pypi.org/project/caffe,,1229.0,https://anaconda.org/conda-forge/caffe,2023-06-16 13:17:25.789,118050.0,3.0,,
412,algorithms,Minimal examples of data structures and algorithms.,Algorithms and Design Patterns,,https://github.com/keon/algorithms,True,25,keon/algorithms,https://github.com/keon/algorithms,2016-11-17 22:32:08.000,2024-03-09 07:10:16.000,2024-02-05 23:03:25,4273.0,23496.0,202.0,58.0,100.0,958.0,MIT,,104.0,104.0,algorithms,conda-forge/algorithms,,,1.0,https://pypi.org/project/algorithms,1589.0,1645.0,https://anaconda.org/conda-forge/algorithms,2023-06-16 19:25:42.098,2040.0,2.0,,
413,MicroPython,A lean and efficient Python programming language implementation.,Implementations,,https://github.com/micropython/micropython,True,25,micropython/micropython,https://github.com/micropython/micropython,2013-12-20 11:47:07.000,2024-04-03 18:18:49.000,2024-03-30 02:13:51,5361.0,18242.0,624.0,1414.0,3767.0,15831.0,,,,,micropython,conda-forge/micropython,2024-02-20 12:36:21,1.22.2,18.0,https://pypi.org/project/micropython,,1271.0,https://anaconda.org/conda-forge/micropython,2023-06-16 16:21:28.654,17363.0,1.0,,75104.0
414,fabric,"A simple, Pythonic tool for remote execution and deployment.",DevOps Tools,,https://github.com/fabric/fabric,True,25,fabric/fabric,https://github.com/fabric/fabric,2009-05-01 01:14:24.000,2024-04-03 00:10:27.000,2024-01-26 22:08:21,1738.0,14556.0,19.0,429.0,1311.0,,BSD-2-Clause,,21.0,21.0,fabric,conda-forge/fabric,,,12.0,https://pypi.org/project/fabric,6604092.0,6606319.0,https://anaconda.org/conda-forge/fabric,2023-08-31 04:59:09.600,86853.0,3.0,,
415,DearPyGui,A Simple GPU accelerated Python GUI framework.,GUI Development,,https://github.com/hoffstadt/DearPyGui,True,25,RaylockLLC/DearPyGui/,https://github.com/hoffstadt/DearPyGui,2020-05-28 17:12:57.000,2024-04-02 10:34:12.000,2024-03-15 02:33:45,639.0,12144.0,,268.0,1022.0,2807.0,MIT,hoffstadt/DearPyGui,2813.0,2813.0,,conda-forge/,2024-03-05 03:06:05,1.11.0,35.0,,,,https://anaconda.org/conda-forge/,,,3.0,,
416,mycli,MySQL CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/mycli,True,25,dbcli/mycli,https://github.com/dbcli/mycli,2015-04-05 22:39:49.000,2024-04-03 16:32:44.000,2024-04-03 16:32:24,645.0,11236.0,114.0,200.0,452.0,1767.0,,,346.0,346.0,mycli,conda-forge/mycli,,,17.0,https://pypi.org/project/mycli,42831.0,44424.0,https://anaconda.org/conda-forge/mycli,2024-03-29 07:53:05.277,71686.0,2.0,,
417,Jinja2,A modern and designer friendly templating language.,Template Engine,,https://github.com/pallets/jinja,True,25,pallets/jinja,https://github.com/pallets/jinja,2010-10-17 13:41:17.000,2024-04-01 22:12:55.000,2024-01-10 23:22:02,1534.0,9906.0,306.0,63.0,938.0,,BSD-3-Clause,,21.0,21.0,jinja,conda-forge/jinja,2024-01-10 23:12:42,3.1.3,18.0,https://pypi.org/project/jinja,5773.0,6497.0,https://anaconda.org/conda-forge/jinja,,,1.0,,55772.0
418,graphene,GraphQL framework for Python.,GraphQL,,https://github.com/graphql-python/graphene,True,25,graphql-python/graphene/,https://github.com/graphql-python/graphene,2015-09-24 09:18:18.000,2024-03-24 05:13:00.000,2023-10-06 20:15:26,799.0,7957.0,,109.0,877.0,1755.0,MIT,,20541.0,20541.0,,conda-forge/,2023-07-26 06:47:55,3.3.0,59.0,,,,https://anaconda.org/conda-forge/,,,1.0,,
419,Stanza,"The Stanford NLP Group's official Python library, supporting 60+ languages.",Natural Language Processing,,https://github.com/stanfordnlp/stanza,True,25,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,2017-09-26 08:00:56.000,2024-04-04 08:20:52.000,2024-03-01 05:10:21,844.0,7020.0,68.0,95.0,774.0,,,,2609.0,2609.0,stanza,conda-forge/stanza,2024-03-01 06:47:02,1.8.1,22.0,https://pypi.org/project/stanza,228958.0,229351.0,https://anaconda.org/conda-forge/stanza,2024-03-01 13:22:48.585,15328.0,2.0,,
420,pyAudioAnalysis,"Audio feature extraction, classification, segmentation and applications.",Audio,,https://github.com/tyiannak/pyAudioAnalysis,True,25,tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,2014-08-27 12:43:13.000,2024-03-31 17:27:35.000,2023-10-22 09:33:23,1147.0,5632.0,28.0,184.0,121.0,779.0,Apache-2.0,,451.0,451.0,pyAudioAnalysis,conda-forge/pyAudioAnalysis,,,,https://pypi.org/project/pyAudioAnalysis,14004.0,14004.0,https://anaconda.org/conda-forge/pyAudioAnalysis,,,2.0,,
421,alive-progress,"A new kind of Progress Bar, with real-time throughput, eta and very cool animations.",Command-line Interface Development,,https://github.com/rsalmei/alive-progress,True,25,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,2019-08-05 05:54:30.000,2024-03-07 05:14:36.000,2023-12-02 19:40:58,192.0,5068.0,7.0,19.0,201.0,,MIT,,2933.0,2933.0,alive-progress,conda-forge/alive-progress,,,20.0,https://pypi.org/project/alive-progress,755015.0,756153.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,51231.0,3.0,,
422,AWS Data Wrangler,Pandas on AWS.,Data Analysis,,https://github.com/aws/aws-sdk-pandas,True,25,awslabs/aws-data-wrangler,https://github.com/aws/aws-sdk-pandas,2019-02-26 01:39:02.000,2024-04-03 16:15:52.000,2024-04-02 15:36:26,654.0,3783.0,147.0,29.0,1060.0,,Apache-2.0,aws/aws-sdk-pandas,1497.0,1497.0,aws-data-wrangler,conda-forge/aws-data-wrangler,2024-03-27 19:37:03,3.7.2,100.0,https://pypi.org/project/aws-data-wrangler,,4308.0,https://anaconda.org/conda-forge/aws-data-wrangler,,,2.0,,232637.0
423,modoboa,A mail hosting and management platform including a modern Web UI.,Email,,https://github.com/modoboa/modoboa,True,25,modoboa/modoboa,https://github.com/modoboa/modoboa,2013-04-16 09:43:55.000,2024-04-04 13:56:54.000,2024-04-04 07:35:12,374.0,2886.0,114.0,87.0,1716.0,4761.0,ISC,,42.0,42.0,modoboa,conda-forge/modoboa,2024-01-11 16:41:51,2.2.4,21.0,https://pypi.org/project/modoboa,2749.0,2749.0,https://anaconda.org/conda-forge/modoboa,,,2.0,,
424,pudb,"A full-screen, console-based Python debugger.",Debugging Tools,,https://github.com/inducer/pudb,True,25,inducer/pudb,https://github.com/inducer/pudb,2011-05-13 23:44:30.000,2024-03-26 21:24:17.000,2024-02-21 23:04:22,215.0,2857.0,95.0,144.0,179.0,,,,6132.0,6132.0,pudb,conda-forge/pudb,2024-01-16 22:18:37,2024.1,12.0,https://pypi.org/project/pudb,245844.0,248519.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,248822.0,2.0,,
425,pyinfra,A versatile CLI tools and python libraries to automate infrastructure.,DevOps Tools,,https://github.com/pyinfra-dev/pyinfra,True,25,Fizzadar/pyinfra,https://github.com/pyinfra-dev/pyinfra,2014-10-19 19:37:45.000,2024-03-24 11:40:31.000,2024-03-09 11:54:25,322.0,2591.0,106.0,150.0,557.0,,MIT,pyinfra-dev/pyinfra,105.0,105.0,pyinfra,conda-forge/pyinfra,2024-02-25 20:40:20,2.9.2,98.0,https://pypi.org/project/pyinfra,60177.0,60398.0,https://anaconda.org/conda-forge/pyinfra,2024-02-26 17:34:29.464,3764.0,3.0,,
426,mysqlclient,MySQL connector with Python 3 support ([mysql-python](https://sourceforge.net/projects/mysql-python/) fork).,Database Drivers,,https://github.com/PyMySQL/mysqlclient,True,25,PyMySQL/mysqlclient-python,https://github.com/PyMySQL/mysqlclient,2014-04-28 05:09:06.000,2024-03-31 13:30:06.000,2024-02-08 15:35:16,394.0,2396.0,84.0,10.0,325.0,,GPL-2.0,PyMySQL/mysqlclient,159227.0,159227.0,mysqlclient-python,conda-forge/mysqlclient-python,2024-03-10 10:17:55,2.2.4,13.0,https://pypi.org/project/mysqlclient-python,,58.0,https://anaconda.org/conda-forge/mysqlclient-python,,,3.0,,5279.0
427,pdoc,Epydoc replacement to auto generate API documentation for Python libraries.,Documentation,,https://github.com/mitmproxy/pdoc,True,25,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,2013-08-04 21:12:50.000,2024-04-01 16:58:55.000,2024-04-01 16:58:54,181.0,1797.0,50.0,20.0,336.0,,Unlicense,,2669.0,2669.0,pdoc,conda-forge/pdoc,,,18.0,https://pypi.org/project/pdoc,221523.0,223146.0,https://anaconda.org/conda-forge/pdoc,2024-01-18 15:19:03.398,38959.0,3.0,,
428,flanker,An email address and Mime parsing library.,Email,,https://github.com/mailgun/flanker,True,25,mailgun/flanker,https://github.com/mailgun/flanker,2013-11-14 01:07:11.000,2023-11-21 21:56:09.000,2023-03-03 17:53:06,188.0,1620.0,57.0,54.0,38.0,380.0,Apache-2.0,,507.0,507.0,flanker,conda-forge/flanker,2023-03-03 17:53:47,0.9.15,35.0,https://pypi.org/project/flanker,24071.0,24071.0,https://anaconda.org/conda-forge/flanker,,,2.0,,
429,honcho,"A Python clone of [Foreman](https://github.com/ddollar/foreman), for managing Procfile-based applications.",DevOps Tools,,https://github.com/nickstenning/honcho,True,25,nickstenning/honcho,https://github.com/nickstenning/honcho,2012-03-13 13:44:30.000,2024-01-15 05:34:17.000,2022-10-24 17:12:45,141.0,1573.0,47.0,15.0,90.0,,MIT,,9288.0,9288.0,honcho,conda-forge/honcho,2021-10-30 15:24:02,1.1.0,12.0,https://pypi.org/project/honcho,303421.0,303459.0,https://anaconda.org/conda-forge/honcho,2024-01-08 18:47:54.079,114.0,3.0,,
430,orator,The Orator ORM provides a simple yet beautiful ActiveRecord implementation.,ORM,,https://github.com/sdispater/orator,True,25,sdispater/orator,https://github.com/sdispater/orator,2015-05-24 18:23:25.000,2023-06-16 19:18:24.220,2022-03-13 18:46:50,164.0,1421.0,32.0,137.0,187.0,505.0,MIT,,589.0,589.0,orator,conda-forge/orator,2020-09-28 16:05:35,0.9.10,14.0,https://pypi.org/project/orator,22774.0,22838.0,https://anaconda.org/conda-forge/orator,2023-06-16 19:18:24.220,3156.0,3.0,,
431,pyfiglet,An implementation of figlet written in Python.,Text Processing,,https://github.com/pwaller/pyfiglet,True,25,pwaller/pyfiglet,https://github.com/pwaller/pyfiglet,2010-12-09 13:34:17.000,2024-01-28 14:33:38.000,2023-12-28 10:34:18,119.0,1295.0,31.0,2.0,59.0,,,,35683.0,35683.0,pyfiglet,conda-forge/pyfiglet,2023-09-13 20:55:52,1.0.2,4.0,https://pypi.org/project/pyfiglet,1372239.0,1374451.0,https://anaconda.org/conda-forge/pyfiglet,2023-06-16 13:20:30.524,183648.0,2.0,,
432,imbox,Python IMAP for Humans.,Email,,https://github.com/martinrusev/imbox,True,25,martinrusev/imbox,https://github.com/martinrusev/imbox,2013-07-22 11:40:29.000,2023-12-06 17:41:48.000,2022-11-17 10:52:29,181.0,1164.0,53.0,62.0,70.0,352.0,MIT,,215.0,215.0,imbox,conda-forge/imbox,2022-11-17 09:50:30,0.9.9,4.0,https://pypi.org/project/imbox,11884.0,11884.0,https://anaconda.org/conda-forge/imbox,,,2.0,,
433,pylama,A code audit tool for Python and JavaScript.,Code Analysis,,https://github.com/klen/pylama,True,25,klen/pylama,https://github.com/klen/pylama,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,96.0,1038.0,46.0,56.0,95.0,843.0,MIT,,6326.0,6326.0,pylama,conda-forge/pylama,,,6.0,https://pypi.org/project/pylama,215563.0,216713.0,https://anaconda.org/conda-forge/pylama,2023-06-16 13:21:49.240,94320.0,3.0,,
434,eyeD3,"A tool for working with audio files, specifically MP3 files containing ID3 metadata.",Audio,,https://github.com/nicfit/eyeD3,True,25,nicfit/eyeD3,https://github.com/nicfit/eyeD3,2017-01-21 19:25:10.000,2024-04-03 22:03:29.000,2024-01-07 20:47:43,57.0,525.0,26.0,64.0,151.0,1415.0,GPL-3.0,,3197.0,3197.0,eyeD3,conda-forge/eyeD3,2020-12-28 16:08:19,0.9.6,26.0,https://pypi.org/project/eyeD3,52687.0,52726.0,https://anaconda.org/conda-forge/eyeD3,,,2.0,,3285.0
435,beaker,A WSGI middleware for sessions and caching.,Caching,,https://github.com/bbangert/beaker,True,25,bbangert/beaker,https://github.com/bbangert/beaker,2011-10-16 17:48:39.000,2024-03-20 20:17:53.000,2024-03-20 20:17:52,138.0,512.0,91.0,68.0,60.0,820.0,,,5230.0,5230.0,beaker,conda-forge/beaker,2023-02-04 16:24:36,1.12.1,8.0,https://pypi.org/project/beaker,303597.0,304457.0,https://anaconda.org/conda-forge/beaker,2023-06-16 13:22:23.807,73172.0,3.0,,
436,python-rapidjson,A Python wrapper around [RapidJSON](https://github.com/Tencent/rapidjson).,Serialization,,https://github.com/python-rapidjson/python-rapidjson,True,25,python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,2015-09-09 04:02:42.000,2024-03-18 17:46:56.000,2024-02-28 18:22:51,45.0,491.0,23.0,12.0,100.0,735.0,,,5218.0,5218.0,python-rapidjson,conda-forge/python-rapidjson,,,27.0,https://pypi.org/project/python-rapidjson,1656919.0,1694229.0,https://anaconda.org/conda-forge/python-rapidjson,2024-02-28 20:49:58.360,1567030.0,2.0,,
437,configobj,INI file parser with validation.,Configuration,,https://github.com/DiffSK/configobj,True,25,DiffSK/configobj,https://github.com/DiffSK/configobj,2014-01-14 02:30:17.000,2024-01-27 16:32:16.000,2023-01-18 22:27:43,73.0,309.0,8.0,58.0,96.0,315.0,,,34542.0,34542.0,configobj,conda-forge/configobj,2023-01-19 17:59:27,5.0.8,3.0,https://pypi.org/project/configobj,3197121.0,3208441.0,https://anaconda.org/conda-forge/configobj,2023-06-16 16:09:17.495,780853.0,3.0,,532.0
438,pywal,A tool that generates color schemes from images.,Image Processing,,https://github.com/dylanaraps/pywal,True,24,dylanaraps/pywal,https://github.com/dylanaraps/pywal,2017-06-16 14:54:22.000,2024-01-27 15:51:44.000,2021-09-09 03:15:02,288.0,8001.0,60.0,143.0,402.0,1086.0,MIT,,303.0,303.0,pywal,conda-forge/pywal,2019-01-21 06:18:21,3.3.0,78.0,https://pypi.org/project/pywal,6116.0,6129.0,https://anaconda.org/conda-forge/pywal,,,2.0,,1120.0
439,ajenti,The admin panel your servers deserve.,Admin Panels,,https://github.com/ajenti/ajenti,True,24,ajenti/ajenti,https://github.com/ajenti/ajenti,2010-03-03 08:04:15.000,2024-03-03 14:28:01.000,2024-03-03 14:27:57,816.0,7380.0,25.0,10.0,1161.0,1301.0,MIT,,26.0,26.0,ajenti,conda-forge/ajenti,2024-03-03 12:24:15,2.2.10,30.0,https://pypi.org/project/ajenti,423.0,423.0,https://anaconda.org/conda-forge/ajenti,,,3.0,,
440,faust,"A stream processing library, porting the ideas from [Kafka Streams](https://kafka.apache.org/documentation/streams/)..",Distributed Computing,,https://github.com/robinhood/faust,True,24,robinhood/faust,https://github.com/robinhood/faust,2017-03-08 18:36:11.000,2023-11-23 18:02:37.000,2023-02-23 18:42:48,530.0,6671.0,95.0,232.0,244.0,4138.0,,,1860.0,1860.0,faust,conda-forge/faust,2018-05-24 05:44:13,1.0.10d3,3.0,https://pypi.org/project/faust,17661.0,17661.0,https://anaconda.org/conda-forge/faust,,,3.0,,
441,pyre-check,Performant type checking.,Code Analysis,,https://github.com/facebook/pyre-check,True,24,facebook/pyre-check,https://github.com/facebook/pyre-check,2017-11-10 17:31:36.000,2024-04-04 08:38:55.000,2024-04-04 08:35:26,417.0,6666.0,259.0,124.0,258.0,,MIT,,21.0,21.0,pyre-check,conda-forge/pyre-check,2023-02-14 00:24:14,0.9.18,11.0,https://pypi.org/project/pyre-check,84272.0,84272.0,https://anaconda.org/conda-forge/pyre-check,,,3.0,,
442,eve,"REST API framework powered by Flask, MongoDB and good intentions.",RESTful API,,https://github.com/pyeve/eve,True,24,pyeve/eve,https://github.com/pyeve/eve,2012-10-22 07:39:33.000,2024-01-11 03:31:19.000,2023-07-10 07:05:49,732.0,6655.0,214.0,24.0,949.0,3393.0,,,1122.0,1122.0,eve,conda-forge/eve,,,,https://pypi.org/project/eve,12318.0,12318.0,https://anaconda.org/conda-forge/eve,,,3.0,,
443,channels,Developer-friendly asynchrony for Django.,WebSocket,,https://github.com/django/channels,True,24,django/channels,https://github.com/django/channels,2015-06-03 17:16:20.000,2024-04-03 16:22:37.000,2024-04-03 14:10:28,774.0,5912.0,261.0,80.0,1170.0,,BSD-3-Clause,,21.0,21.0,channels,conda-forge/channels,,,8.0,https://pypi.org/project/channels,1262982.0,1267245.0,https://anaconda.org/conda-forge/channels,2024-04-03 15:47:17.698,179082.0,3.0,,
444,apistar,"A smart Web API framework, designed for Python 3.",RESTful API,,https://github.com/encode/apistar,True,24,encode/apistar,https://github.com/encode/apistar,2017-03-17 15:42:12.000,2023-06-16 16:08:51.994,2021-08-31 09:48:33,405.0,5578.0,91.0,22.0,289.0,768.0,BSD-3-Clause,,761.0,761.0,apistar,conda-forge/apistar,,,26.0,https://pypi.org/project/apistar,8085.0,9864.0,https://anaconda.org/conda-forge/apistar,2023-06-16 16:08:51.994,128125.0,3.0,,
445,pytesseract,A wrapper for [Google Tesseract OCR](https://github.com/tesseract-ocr).,Computer Vision,,https://github.com/madmaze/pytesseract,True,24,madmaze/pytesseract,https://github.com/madmaze/pytesseract,2010-10-27 23:02:49.000,2024-03-30 15:17:59.000,2024-03-30 15:17:56,681.0,5469.0,46.0,10.0,341.0,612.0,Apache-2.0,,,,pytesseract,conda-forge/pytesseract,2023-10-15 15:39:44,0.3.13,26.0,https://pypi.org/project/pytesseract,2295340.0,2308661.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,599468.0,3.0,,
446,pytype,Pytype checks and infers types for Python code - without requiring type annotations.,Code Analysis,,https://github.com/google/pytype,True,24,google/pytype,https://github.com/google/pytype,2015-03-18 20:52:08.000,2024-04-04 04:30:13.000,2024-03-27 20:00:01,261.0,4524.0,101.0,153.0,537.0,,,,3500.0,3500.0,pytype,conda-forge/pytype,,,82.0,https://pypi.org/project/pytype,478887.0,483111.0,https://anaconda.org/conda-forge/pytype,2024-02-10 17:48:30.581,194304.0,3.0,,
447,pywebview,A lightweight cross-platform native wrapper around a webview component.,GUI Development,,https://github.com/r0x0r/pywebview,True,24,r0x0r/pywebview/,https://github.com/r0x0r/pywebview,2014-11-20 11:05:46.000,2024-04-03 20:17:13.000,2024-04-03 20:17:13,507.0,4266.0,,16.0,899.0,1992.0,BSD-3-Clause,,1791.0,1791.0,,conda-forge/,2024-03-07 15:13:41,5.0.5,67.0,,,,https://anaconda.org/conda-forge/,,,3.0,,
448,factory_boy,A test fixtures replacement for Python.,Testing,,https://github.com/FactoryBoy/factory_boy,True,24,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,2011-05-11 08:26:59.000,2024-03-29 11:25:13.000,2024-03-18 07:19:22,373.0,3394.0,131.0,155.0,414.0,1004.0,MIT,,,,factory_boy,conda-forge/factory_boy,,,11.0,https://pypi.org/project/factory_boy,4128985.0,4132294.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,142329.0,3.0,,
449,django-taggit,Simple tagging for Django.,Tagging,,https://github.com/jazzband/django-taggit,True,24,jazzband/django-taggit,https://github.com/jazzband/django-taggit,2009-12-08 23:40:49.000,2024-03-25 17:38:31.000,2024-03-07 13:25:29,571.0,3214.0,150.0,88.0,340.0,1072.0,BSD-3-Clause,,,,django-taggit,conda-forge/django-taggit,,,17.0,https://pypi.org/project/django-taggit,669334.0,672329.0,https://anaconda.org/conda-forge/django-taggit,2023-10-29 13:54:08.113,116827.0,1.0,,
450,django-oauth-toolkit,OAuth 2 goodies for Django.,Authentication,,https://github.com/jazzband/django-oauth-toolkit,True,24,evonove/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,2013-05-20 15:46:18.000,2024-04-04 11:01:47.000,2024-04-04 11:01:40,732.0,3005.0,247.0,168.0,652.0,1331.0,,jazzband/django-oauth-toolkit,,,django-oauth-toolkit,conda-forge/django-oauth-toolkit,2023-05-31 20:51:13,2.3.0,26.0,https://pypi.org/project/django-oauth-toolkit,783083.0,783487.0,https://anaconda.org/conda-forge/django-oauth-toolkit,2023-07-05 06:43:02.070,4449.0,3.0,,
451,Schematics,Data Structure Validation.,Data Validation,,https://github.com/schematics/schematics,True,24,schematics/schematics,https://github.com/schematics/schematics,2010-12-27 02:25:29.000,2023-07-12 06:21:13.000,2021-08-17 21:08:10,264.0,2571.0,119.0,90.0,238.0,1420.0,,,1603.0,1603.0,schematics,conda-forge/schematics,,,1.0,https://pypi.org/project/schematics,287580.0,288038.0,https://anaconda.org/conda-forge/schematics,2023-06-16 16:16:00.762,26127.0,3.0,,
452,iredis,Redis CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/laixintao/iredis,True,24,laixintao/iredis,https://github.com/laixintao/iredis,2019-01-18 08:31:15.000,2024-04-02 15:29:24.000,2024-02-16 10:17:50,100.0,2477.0,31.0,54.0,163.0,1697.0,BSD-3-Clause,,19.0,19.0,iredis,conda-forge/iredis,2024-02-16 10:22:32,1.14.1,43.0,https://pypi.org/project/iredis,4003.0,4279.0,https://anaconda.org/conda-forge/iredis,2023-06-18 08:42:16.868,1122.0,3.0,,12344.0
453,autobahn-python,WebSocket & WAMP for Python on Twisted and [asyncio](https://docs.python.org/3/library/asyncio.html).,WebSocket,,https://github.com/crossbario/autobahn-python,True,24,crossbario/autobahn-python,https://github.com/crossbario/autobahn-python,2011-07-27 15:22:13.000,2024-03-24 12:00:53.000,2023-06-14 07:25:55,742.0,2457.0,132.0,183.0,705.0,3332.0,MIT,,31520.0,31520.0,autobahn-python,conda-forge/autobahn-python,,,,https://pypi.org/project/autobahn-python,,,https://anaconda.org/conda-forge/autobahn-python,,,3.0,,
454,django-rules,"A tiny but powerful app providing object-level permissions to Django, without requiring a database.",Permissions,,https://github.com/dfunckt/django-rules,True,24,dfunckt/django-rules,https://github.com/dfunckt/django-rules,2014-03-06 20:46:57.000,2024-03-25 06:41:39.000,2024-03-25 06:41:39,136.0,1763.0,31.0,23.0,84.0,205.0,MIT,,1621.0,1621.0,django-rules,conda-forge/django-rules,2022-03-23 08:53:01,3.3.0,20.0,https://pypi.org/project/django-rules,450.0,450.0,https://anaconda.org/conda-forge/django-rules,,,3.0,,
455,indico,"A feature-rich event management system, made @ [CERN](https://en.wikipedia.org/wiki/CERN).",CMS,,https://github.com/indico/indico,True,24,indico/indico,https://github.com/indico/indico,2011-07-27 13:56:30.000,2024-04-04 14:17:27.000,2024-04-03 17:31:36,390.0,1640.0,145.0,699.0,2825.0,24942.0,MIT,,,,indico,conda-forge/indico,2024-04-01 10:15:38,3.3.1,59.0,https://pypi.org/project/indico,1366.0,1391.0,https://anaconda.org/conda-forge/indico,,,1.0,,3007.0
456,pybuilder,A continuous build tool written in pure Python.,Build Tools,,https://github.com/pybuilder/pybuilder,True,24,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,2012-07-23 11:38:06.000,2024-02-14 23:16:54.140,2024-02-14 21:07:00,239.0,1638.0,39.0,88.0,424.0,1426.0,Apache-2.0,,,,pybuilder,conda-forge/pybuilder,2024-02-14 21:08:22,0.13.11,12.0,https://pypi.org/project/pybuilder,24588.0,26815.0,https://anaconda.org/conda-forge/pybuilder,2024-02-14 23:16:54.140,64593.0,1.0,,
